Tweets,DateTime,sentiment,country
    bit scary long Covid is real ,2022-02-23 11:17:09+00:00,negative,
 Could even be longcovid ,2022-02-23 11:59:44+00:00,neutral,
Arguing that long covid only affects 10 or so and could well be more kinda doesnt work when your government is literally aiming to infect 80 of the population ,2022-02-23 12:41:36+00:00,negative,
 Oh you have long covid symptoms Sorry to hear that,2022-02-23 13:07:27+00:00,negative,
  I think it is reasonable to allow parents to make that decision Some people will be concerned about the unknown long term effects of the virus we know long covid occurs in some cases others the unknown long term effects of the vaccine thankfully no signs of any so far,2022-02-23 13:11:00+00:00,neutral,
Our oven went nuclear yesterday and it started sparking Technician came to fix it today all good now Except he was telling us he had COVID last year needed a ventilator and now has long COVID and is being given steroids to try and get his lungs back on track,2022-02-23 13:13:33+00:00,neutral,
  Thank you for this podcast amp for all your excellent work Dr Iwasaki While vaccines have helped many people with LongCovid I got much worse after both doses Is there any research being done on why vaccines benefit some pwLC but harm others,2022-02-23 13:15:49+00:00,negative,
"Determining treatment pathways for LongCOVID is a bit like building the plane while flying it    
LongCOVIDConference ",2022-02-23 14:33:37+00:00,neutral,
   YUP I personally know 3 people who died from the Virus And 2 with long covid,2022-02-23 14:34:22+00:00,negative,
Of those who did have long Covid symptoms many 30 reported shortness of breath and a whole host of other awful symptoms,2022-02-23 14:44:37+00:00,negative,
The effects are more significant in the children with Long Covid symptoms but not by that much reallyseems like the damage is done either way just  slightly less if they dont develop Long Covid ,2022-02-23 15:35:44+00:00,negative,
 Now talk about long COVID you chode,2022-02-23 16:01:38+00:00,negative,
"   Sick

41800 students infected in less than 6 months 30 of all RI students infected under his watch

5500 vaxxed teachers amp staff infected

If long covid hits 1 in 7 kids who is paying for there long term care
6000 

So many cases here that they are doing studies here ",2022-02-23 16:09:26+00:00,negative,
    They have treated over 7000 They would have heard something if even a small  developed long Covid,2022-02-23 16:20:41+00:00,neutral,
 Could be long covid the long lasting fatigue is usually a sign of that Dont stress your self out over not streaming just rest up so the return is amazing ,2022-02-23 17:31:12+00:00,neutral,
I sent my unvacd 74 yo mom a Washington Post story about long covids cardiac effects Shes a retired RN BSN who worked cardiac amp psych She is not interested in the emerging medicine Thinks she had covid cold symptoms no test and assumes immunity How to reach her,2022-02-23 17:31:37+00:00,negative,
MECFS is often postviral Small studies are showing that about half of people with LongCOVID have developedmeet the criteria for MECFS MECFS has a very low rate of complete recovery 49,2022-02-23 17:51:55+00:00,negative,
Our Changed by COVID series looked at all the lifealtering impacts for millions of Americans facing longCOVID                                ,2022-02-23 17:54:33+00:00,neutral,
 I have not had covid Ive been vaxxed to the max Wear a mask all that And most of my friends are in this category 3 early deaths and some long covid cases remind me to be careful,2022-02-23 18:28:15+00:00,neutral,
  You were lucky Long Covid is real amp not fun,2022-02-23 19:15:37+00:00,negative,
            Maybe my age I am 60 otherwise completely healthy prevax amp had long covid 78 mths Agreed Vaccines will get better the nasal one looks promising Totally agree they have Meds in the USA that help treat needs to be administered quickly 23 days better,2022-02-23 19:22:21+00:00,positive,
  Pretty much The man went from Were going to end this virus BBB Im the next FDR to the highest inflation in decades trending to double the COVID deaths under trump looming long covid problems pandering to the rich and saber rattling with another global nuclear power,2022-02-23 19:34:52+00:00,negative,
 What I and many others are beginning to suspect is that there is no Long covid There is only Covid and it is a long term chronic degenerative disease that will be crippling our people and economy for the next 100 years,2022-02-23 19:37:08+00:00,negative,
" Studies estimate that 1030 of people infected with the coronavirus may develop longterm symptoms

Its unclear why some people develop LongCovid and others dont but 4 factors appear to increase the risk

By    COVID
",2022-02-23 20:00:50+00:00,neutral,
In this special guest feature of Inside Big Data Neal Brenner SSGs Chief Information Officer outlines the technology infrastructure State Governments need to have in place to combat the Long COVID crisis ,2022-02-23 21:52:04+00:00,neutral,
  there is always a tradeoff between positive treatment  effects and side effects Not to die from covid or to prevent long covid is for many better than the side effects of the vaccine Still the best would be none of both A good option for eremits,2022-02-23 22:12:03+00:00,neutral,
      Its very peculiar me my whole family and pretty much my whole street caught it at Christmas all had a cold for 2 days and were fine Why is it only the teachers that seem to have so called long Covid and are trembling with fear over whats now a cold All fully jabbed too,2022-02-23 22:19:13+00:00,negative,
"Buy a test you cant afford in order to find out you really should take time off you cant afford

Fuck me the Long Covids really gonna be something Productivity in the UK in the next few years Fuck",2022-02-23 22:43:24+00:00,negative,
Folks you havent been paying attention if youre shocked by the NewZealand govts moves now Ok let me tell you whats next up according to myMandatory unemployment insurance is coming in Why To cope with the AVALANCHE of LongCovid were sleepwalking into ,2022-02-24 00:15:26+00:00,negative,
  Dude your long covid rant had nothing to do with anything in this thread I humored you This has to do with your latest erroneous assertion Natural immunity from Omicron which is nearly all the cases circulating currently is more robust than the vaccineperiod,2022-02-24 00:17:12+00:00,negative,
 Thats good never mind the immunity myth long COVID and death are real for many so better not to catch it and give it to someone else if you can,2022-02-24 00:17:13+00:00,neutral,
"Guidelines for supporting our NHS people affected by Long COVID

Guidelines from  to help NHS line managers and leaders understand what LongCOVID is and how they can support colleagues who are experiencing its symptoms
",2022-02-24 10:00:27+00:00,neutral,
 just want you to know that lifting the indoor mask mandate means I have no choice but to kill myself hope youre proud of giving a death sentence for disabled and vulnerable people we will be trapped in our homes forever or get long covid or die thats not a choice,2022-02-24 10:56:39+00:00,negative,
 Yes  Not to mention long Covid is very real with deadly consequences  My brother in law died last week of a blood clot  We believe he had Covid from one of the early waves prevaccines no mask mandate never landed in the hospital was unable to get tested  He was 57,2022-02-24 13:02:22+00:00,negative,
